,Song1,Song2,Song3,Song4,Song5,Song6,Song7,Song8,Song9,Song10,Song11,Song12,Song13,Song14,Song15,Song16,Song17,Song18,Song19,Song20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,58.30846666666667,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,41.09453333333334,76.1194,19.104466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,45.02486666666667,23.980099999999997,80.69653333333333,36.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,56.3184,30.995033333333335,45.97013333333334,46.26866666666666,29.45273333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,32.18906666666667,56.9154,43.9801,63.333333333333336,19.800966666666664,54.97513333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,20.597,53.0348,67.76119999999999,5.771133333333334,28.059700000000003,0.0,4.1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,47.5622,49.452733333333335,83.4826,47.7612,35.77113333333333,9.950233333333333,41.492533333333334,42.1393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,35.323366666666665,55.522400000000005,79.35323333333334,50.34826666666667,0.0,41.79103333333333,64.90050000000001,51.393033333333335,10.746266666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13.333333333333334,31.194033333333334,53.63186666666667,40.2985,28.20896666666667,36.716433333333335,40.0995,53.13433333333333,20.348266666666667,21.940299999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,37.71143333333333,9.751233333333333,49.651766666666674,43.6816,54.5771,56.2189,70.04976666666666,50.0,74.52733333333333,43.184066666666666,31.442800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,22.333333333333332,15.621866666666667,78.10946666666666,60.4975,66.46766666666666,64.81593333333333,20.398,46.56716666666667,56.716433333333335,71.44276666666666,22.736333333333334,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,50.24873333333333,77.11443333333334,97.41293333333333,18.208966666666665,22.388066666666663,33.333333333333336,16.666666666666668,23.5821,60.398,83.33333333333333,26.6169,23.980100000000004,42.28856666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,32.736333333333334,0.0,16.666666666666668,38.10946666666667,15.621899999999998,7.8607000000000005,23.084566666666664,18.955233333333336,28.75623333333333,26.666666666666668,45.27363333333333,35.721399999999996,81.99006666666666,55.02486666666667,0.0,0.0,0.0,0.0,0.0,0.0
15,44.378099999999996,52.686566666666664,83.6816,58.009966666666664,21.79103333333333,23.08456666666667,21.393033333333335,62.587066666666665,21.990033333333333,32.93533333333333,23.5821,72.2388,17.810933333333335,0.0,40.398,0.0,0.0,0.0,0.0,0.0
16,60.69653333333334,16.815933333333334,47.7612,26.766166666666667,42.88556666666667,32.587066666666665,33.333333333333336,40.796033333333334,41.89053333333333,13.233833333333335,64.77613333333333,74.02986666666666,27.01493333333333,62.587066666666665,66.66666666666667,49.25373333333334,0.0,0.0,0.0,0.0
17,56.666666666666664,84.4776,24.179100000000002,51.641799999999996,22.089566666666666,53.333333333333336,25.472633333333334,6.965166666666666,70.54726666666666,76.91539999999999,79.801,80.04976666666666,36.96516666666667,11.940299999999999,40.0,79.3035,44.676633333333335,0.0,0.0,0.0
18,52.636833333333335,40.74626666666666,77.5622,51.8408,40.64676666666667,53.333333333333336,48.606966666666665,54.12936666666667,23.233833333333333,51.542300000000004,16.3184,83.58210000000001,28.059700000000003,39.5025,61.79103333333333,58.706466666666664,34.626866666666665,60.0,0.0,0.0
19,42.4378,55.522400000000005,47.462700000000005,52.736333333333334,23.333333333333332,48.358200000000004,62.98506666666666,50.0,43.333333333333336,26.602,17.7612,44.0796,34.4776,27.761200000000002,66.66666666666667,55.4229,24.5771,63.333333333333336,55.522400000000005,0.0
